,sentence,intent,action,scenario,labels
3882,Disputed bankruptcy reported on credit report. Was advised the information would be removed. After several months the information remains and negatively affecting my credit report.,qa_accounts,asccounts,qa,0
3883,"My student loan has been on an in-school forbearance for about the past two years, ending XX/XX/XXXX. After I graduated, I called Navient to discuss my repayment options and the offer of an extended repayment plan was made. This would extend the time of my repayment significantly, but lowered my monthly payment which was what I wanted. Without going into specific details, I have had to call Navient back, about monthly in attempts to get this new repayment plan processed. Every time I call in, I have to go all the way back to the beginning of the story. Every time I call in, I am told it will be taken care of, yet, I continue to have to call back in! I do n't understand how there is this much confusion if the call center representatives are taking notes and if the phone calls are recorded? Why should I have to re-explain myself and why has one simple task of processing a repayment plan not been completed? When I get angry on the phone, I am ignored. In fact, today when I called in ( again! ), the manager cut me off as I was complaining about the company 's incompetence and I was put on hold as I was speaking. They do n't care how their customers are treated and all I am trying to do is pay back my student loan. I have made payments on these loans regularly since XX/XX/XXXX, but why does any kind of little change have to be so difficult and take months to finalize? Because of this company 's negligence, my payment due XX/XX/XXXX was listed as higher than what my extended repayment plan is supposed to be. I made the payment for my extended repayment plan, about {$200.00} less than what a normal payment would be. Now my account is showing a balance of that {$200.00}. This would have never happened if the payment plan was processed as I was told it would be, the last three times I 've called.",qa_accounts,asccounts,qa,0
3884,Transunion has an account named XXXX on my credit report twice and I am in no way affiliated with this account. I have requested proof of debt from this company on several occasions and have received no response. I did not receive this and I did not sign for it. I would like this account removed from my credit report immediately.,qa_accounts,asccounts,qa,0
3885,Again did not recieve letter with rights to validate debt. Violates the FDCPA.,qa_accounts,asccounts,qa,0
3886,I was notify by my credit union of the writ of garnishment. They have put a hold on my account and my step-father account too. I do not recall this credit card account. I did not receive either notice of either kind. The debt collector paid the amount owed or make a settlement offer. I repeat I do not recall this account.,qa_accounts,asccounts,qa,0
3887,"An item that is not mine is reporting on my credit report. I filed a police report and was advised it has been removed. per the attached complaint wit the CFPB. However, this is still on my credit report.",qa_accounts,asccounts,qa,0
3888,There is a delinquency on my report which is not mine and this needs to be corrected by Experian.,qa_accounts,asccounts,qa,0
3889,"In the last 10 years i 've had a couple of wild things happen to my credit but today I 'm complaining to this extent bc I 've reached my patience threshold. Noticed a tax lien ( lol ) and large collections for some credit cards ... thought maybe it was a mistake and perhaps it was because of a name mix up with the bureaus no.. this is simply what happens when your company is based solely on trying to charge for services instead of focusing on the families that rely heavily on their credit scores. Enough ranting, I did attempt to contact XXXX but no luck and nothing came from disputing directly so I feel like i 'm running out of options. Im attaching some required documents per one of the govt sites i 've been to. thank you for taking the time to hear me go on.",qa_accounts,asccounts,qa,0
3890,I have put numerous disputes with Equifax at no avail. I have emails with the creditor stating that the account is closed and paided in full since XXXX of 2014 and Equifax refuses to do anything.,qa_accounts,asccounts,qa,0
3891,"McMullough Payne Haan XXXX XXXX XXXX XXXX XXXX XXXX, XXXX are threatening to file lawsuit against me for an old debt that is over 12 years. I received a letter from McMullough dated XX/XX/XXXX, I disputed the debt. Today I received another letter stating that a judgement was entered against me and they attached a judgement for dated XX/XX/XXXX In my letter to them I explained that I do not owe this debt and that the statute of limitations has expired according to the Fair Debt Collection Practices Act ( FDCPA ) and the State of Georgia. However they are yet to respond to my letter and they still continue to send letters and continue collection efforts to collect an old debt that I do not owe.",qa_accounts,asccounts,qa,0
3892,"XXXX is calling several times daily to collect on a student loan. However, whenever I speak to them and tell them I am willing to pay, just not the impossible amount they ask for, they dismiss me or tell me too bad I need to pay. I have been referred by them back to citizen 's bank in order to lower a payment, who then refers me right back to XXXX. I have asked many, many times for a payment plan option of any kind to lower payments where I can actually make them, instead being told there is nothing they can do besides collect the full payment. This payment is about XXXX my monthly income, which is not possible for me to pay with other bills I owe. I have asked over and over for any sort of program to work on a payment low enough for me to pay, because again I am willing to pay ( as I 've stated to them ), but the amount they 're asking for is absurdly high relative to my income and they refuse to help at all.",qa_accounts,asccounts,qa,0
3893,I received limited information from Sentry Credit XXXX Inc XXXX Under the fair debt Collection practices Act I demand full disclosure of information to validated the debt with specific documents.,qa_accounts,asccounts,qa,0
3894,"The amount owed was posted twice within a 30 day period. 
I only owe them {$160.00} dollars. They posted a collection with XXXX on XXXX/XXXX/15 and then again on XXXX/XXXX/15.",qa_accounts,asccounts,qa,0
3895,"Called multiple times, I explained I am handling this issue on my own, I do n't have the money to pay. I ask to please stop calling on XXXX/XXXX/16 at XXXX XXXX. I just received a call at XXXX on XXXX/XXXX/2016",qa_accounts,asccounts,qa,0
3896,"My loans are in the process of being transferred from Nelnet to XXXX XXXX. I have automatic payment setup for my account. My XX/XX/XXXX payment of {$610.00} had been scheduled to be deducted on XXXX/XXXX/16. On XXXX/XXXX/16, my Nelnet account showed that my account marked as late. I called Nelnet to clarify why my automatic payment had not been processed. The rep stated to wait a day or two because of the weekend. On XXXX/XXXX/16 the payment has been deducted from my bank account, but it is unclear who has received it. My Nelnet account does not show the XX/XX/XXXX payment posted, which should have been applied on XXXX/XXXX/16. Nelnet shows on XXXX/XXXX/16 my account transferred. I have yet to receive my welcome letter with account number from XXXX XXXX. I called them on XXXX/XXXX/2016 and they state they have not received my loan yet. The rep stated it may take 30 days or more for my payment to be processed if it is not included in the transfer. I explained the amount has been deducted from my account so it is not of question of it being made but a question of who collected it. I have yet to receive an answer from Nelnet or XXXX regarding that.",qa_accounts,asccounts,qa,0
3897,"I use a credit monitoring service and was notified today of a collection account that is not mine. I believe this is fraud. They have a collection of {$860.00} that I absolutely do not own, and never had any dealings with this company. It states the original creditor is XXXX XXXX XXXX - who I also have no dealings with. This is a scam.",qa_accounts,asccounts,qa,0
3898,"In XXXX 2012 I put my loans into forebearance due to financial hardships for 3 months. Navient failed to complete the forebearance on their end and after 3 months my loan was reported as severely delinquent to the credit bureaus. To add insult to injury, instead of just XXXX 90 day delinquency, they submitted XXXX! ( Apparently even though I make just XXXX payment, they consider it to be XXXX separate loans I have with them ). I wrote to them asking for removal of all XXXX from my record or at least XXXX of them as my credit went from mid XXXX to below XXXX, all my credit card limits were reduced to whatever my balance was which in turn lowered my credit even more as now I had several maxed out cards, where prior to that, I had at least XXXX to XXXX dollars in available credit on all of the cards. My appeal was rejected and it has taken the last 4 years to build my credit back up. I was not able to qualify for a mortgage because of that fiasco.",qa_accounts,asccounts,qa,0
3899,"I am a recent graduate of the University XXXX XXXX XXXX XXXX XXXX in XXXX XXXX, FL. I applied for a Sallie Mae XXXX study loan in XXXX. I was approved with a cosigner. After approval, Sallie Mae needed my cosigner to electronically sign the note. My cosigner was unable to electronically sign due to an ongoing error with Sallie Mae 's website. We requested a paper copy of the paperwork be sent. Sallie Mae sent my cosigner documents which he signed and sent back. I was then informed by Sallie Mae that the paperwork they had sent was the wrong paperwork, and that they would need to send the proper forms. Despite informing me that the forms would be put in the mail multiple times since XXXX, nothing ever arrived to my cosigner. I call Sallie Mae on a daily basis and am shuffled around and transferred to multiple people, who seem unable to send out a simple form. It is now two months later and I am still waiting to obtain the funds from my loan. I am repeatedly promised that the problem is being handled, but no one has resolved this simple issue.",qa_accounts,asccounts,qa,0
3900,"I have repeatedly encountered unethical behavior from Navient, my loan provider. Since I began taking out loans in XXXX, I have had customer service representatives tell me via phone that my first option was to defer or forbear. They then told me what my full payment would be without Income Based repayment, asked if I could pay it, and when I said I could not ( it was approximately {$500.00} per month ) they said I could forbear. At no time was I offered the option of Income Based Repayment. I chose forbearance several times because Navient did not ever provide documentation or tell me via phone calls to customer service that I was eligible, or able to, have an income based payment. This has cost me thousands of dollars. Additionally, some of my interest rates have changed dramatically, from 3.2 % originally to 6.8 %, with no documentation, notice, or information available on my account on the Navient website. Futhermore, I was never told, in writing or over the phone, that Navient charged late fees of their own. On a phone call XXXX/XXXX/XXXX, when I learned about late fees from asking questions, the woman on phone said someone in "" back office '' would mail me a copy of itemized late fees in 5-10 business days ( XXXX XXXX ) and that I should call XXXX if I need to follow up. I was told over the phone that since XXXX, I was paying {$67.00} per month just for my federal loan. This is far more than even some of my payments on my income based repayment plan. At no time was the late fee disclosed in writing, OR itemized on any of my statements I received from Navient. When I finally received documentation of late fees in writing, I saw that my late fees were {$6.00} per loan. There is still nothing on the website disclosing late fees on my account in any way in the online portal I use to service my loan. In the years since I began taking students loans in XXXX, and my final ones in XXXX, my total loan amount has over doubled and has continued to grow as I have finally begun an Income Based repayment plan. I believe these factors and situations demonstrate unethical behavior on the part of Navient.",qa_accounts,asccounts,qa,0
3901,"I have an item that should have been removed from my credit report. All other credit reporting agencies removed the item after investigating. Equifax did not and said they verified the validity. I called and spoke with a representative and she said yes we confirmed the validity. I asked about their process, specifically what documentation they reviewed to confirm the validity. She stated their only obligation is to reach out to the collection agency and if the collection agency responds within 30 days the item is valid, they respond to the dispute as "" Verified item Remains ''. 
I have tried disputing the item again online and they wo n't allow it. 
In addition to the credit impact, where is the accountability on the part of Equifax reporting agency? They provide and report information on me yet they do n't have to verify the information they are reporting on and are not responsible for providing the details of their investigations and how they "" confirmed '' items. 

Equifax is unresponsive, difficult to get in touch with and only concerned with "" Selling '' you a credit report or their online services. 

I need help getting this resolved. I have no confidence in Equifax to resolve this.",qa_accounts,asccounts,qa,0
3902,"There is an account which is past the statute of limitations, several validation request have been submitted with nothing received. Please help assist me",qa_accounts,asccounts,qa,0
3903,"This place is calling my relatives ( not sure how they got their numbers ) stating that their is a claim they are moving forward on so they need me to contact them by XXXX or XXXX that day. I am not aware of what *claim* this is for ... nor is it one I 've ever received via snail mail. I am not going to assume I have a debt because of a phone call. They are faxing my place of employment with documents that are not legal but trying to obtain personal information. They are stating they are trying to locate me, but have not sent any formal documentation stating what this claim is for.",qa_accounts,asccounts,qa,0
3904,"XXXX/XXXX/XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX Fl XXXX TransUnion LLC XXXX XXXX XXXX, PA XXXX XXXX XXXX XXXX Account Number Num : XXXX Balance {$210.00} Dear Sir or Madam, I am writing in regards XXXX XXXX XXXX account on my credit report. On XXXX/XXXX/XXXX I have file a complain to the CFPB I sent a letter explaining that I do not believe I owe what you say I owe and, in accordance with the Fair Debt Collection Practices Act, 15 USC 1692g, Section 809 ( b ) : Validating Debts : ( b ) If the consumer notifies the debt collector in writing within the thirty-day period described in subsection ( a ) that the debt, or any portion thereof, is disputed, or that the consumer requests the name and address of the original creditor, the debt collector shall cease collection of the debt, or any disputed portion thereof, until the debt collector obtains verification of the debt or any copy of a judgment, or the name and address of the original creditor, and a copy of such verification or judgment, or name and address of the original creditor, is mailed to the consumer by the debt collector. 
I must remind you that in my previous letter I requested the following information : ( 1 ) The amount of the debt ; ( 2 ) The name of the creditor to whom the debt is owed ; ( 3 ) Provide a verification or copy of any judgment ( if applicable ) ; ( 4 ) Proof that you are licensed to collect debts in ( insert name of your state ) ( 5 ) Provide the actual Bills Statements ( 6 ) Payment Receive I also requested that if you have reported me to any credit reporting agency, that you inform them that I have placed this debt in dispute and to provide me with proof that you have done so. Furthermore, I asked that you immediately send a copy of that dispute letter to the company ( creditor ) that you say I owe money so they are also aware of my dispute with this debt. 
As of today, you have failed to respond to my requests! For your convenience, I have included a copy of my previous letter and a copy of the mail receipt showing that you received my letter on { insert date from mail receipt }. 
Since you have failed to respond I assume that you have been unable to validate the debt and therefore, I consider this matter closed. You may consider this letter your official notification that I do not intend to correspond with you on this matter again unless you comply with my requests, the FDCPA and the FCRA. 

I must remind you that any attempt to collect this debt without validating it, violates the FDCPA and that I am recording all phone calls and keeping all correspondence concerning this matter. Be advised that I will not hesitate to report violations of the law to my State Attorney General, the Federal Trade Commission and the national XXXX. 

XXXX XXXX",qa_accounts,asccounts,qa,0
3905,"( NCB MANAGEMENT SERVICES, INC ), continued attempts to collect debt I do not owe. 
I have disputed ( NCB MANAGEMENT SERVICES, INC ) account number XXXX because the debt is not mine with the Big XXXX credit bureaus on XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX and XX/XX/XXXX. But to no avail the item remains on my report and ( NCB MANAGEMENT SERVICES, INC ), has not provided me a copy of ANY original documentation required under Section 609 ( a ) ( 1 ) ( A ) & Section 611 ( a ) ( 1 ) ( A ) ( a consumer contract with my signature on it ) and under Section 611 ( 5 ) ( A ) of the FCRA",qa_accounts,asccounts,qa,0
3906,"Monthly payments of {$100.00} do not get posted every time. Maybe 3 of 6 are not posted. 
And, when the payment is posted as the XXXX it is shown as {$11.00} to principal and {$88.00} to interest. Other months the principal and interest amounts are all over the place. 
HELP!!!",qa_accounts,asccounts,qa,0
3907,Unauthorized inquiry and/or unknown company,qa_accounts,asccounts,qa,0
3908,"I have been requesting a copy of the verification from "" Transunion Credit Bureau '' for the Chapter XXXX Bankruptcy Discharge ( Docket # XXXX ). I contacted the US Bankruptcy court and was informed that they don not deal with credit reporting agencies. That they have there own sources to place inquiries on my consumer report. I have place Security Freeze back in XX/XX/XXXX, XXXX, XXXX, XXXX and XXXX, so I am not understanding how Transunion was able to verified. So on Letter Date XX/XX/XXXX, I had a Freeze on third consumer filed. I demand that this public record for Chapter XXXX Bankruptcy # XXXX be removed from my file due to lack of verification and inaccurate reporting of verification was date XX/XX/XXXX. I have requested three time that Transunion provide proof of verification as of today, I have not receive the documentation shown proof of verification. 
I request and demand that this public record Bankruptcy ( XXXX ) be removed/ permanently deleted due to lack of verification and inaccurate reporting of verification date. Because third party consumer DO NOT disclose information on accounts with a security freeze placed on them. Please assist me with the above issue.",qa_accounts,asccounts,qa,0
3909,"I disputed several inquiries both with the original company and the credit reporting agencies, none of the original companies responded to my letters. Two letters were sent 30 days apart and none responded. Credit Bureaus refusing to remove the listings. 
BANK OF AMERICA XX/XX/2016",qa_accounts,asccounts,qa,0
3910,"I have not received any written notification of this debt by CMRE. I i was called about a debt in XXXX of which i made payment in good faith & requested Dr 's information or the clients they represent, however i have not received any receipt of that payment or any other payment reminders or even details how this debt was accrued. 

i never got a bill from any doctor neither do i remember receiving any information neither by call or in writing from CMRE, this was only brought to my attention, when it appeared on my credit. 

i am in the process of purchasing a home and attempted to pay them {$100.00} though i already mentioned this was mistaken identity. 

they threaten to put this on my credit if i did not pay, so i paid them just to avoid any discrepancy on my credit. 

well come to find out they reported falsely to my credit and have engaged in XXXX style tactics, threatening and harassing me since i made my first call to them.. 

i need justice and a refund, they should delete this from my record and provide the Dr or Hospital details that gave them my information, so they can be sued. 

falsely reporting to my credit has caused me great financial loss and i am in the process of losing the Ernest deposit i made.",qa_accounts,asccounts,qa,0
3911,"I have problems with Equifax who does not allows to get my credit report with Free Annualcreditreport.com, which one time per year. And I tried to contact them by emails, mails, and phones, but I do not get any respond. When I applied for loans the Creditors pull my credit it still show this problems:1./ Bankruptcy chapter XXXX ( this is more than 10 years already ) 2. Collection fraud, XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX UNAUTHORIZED CHARGED, account # XXXX {$340.00}. All of these issues need to remove as soon as possible if you can help. These issues against with my Bank 's Loan Proposal. Since you get this message please let me know. My email : XXXXXXXXXXXX and Cell # XXXX",qa_accounts,asccounts,qa,0
3912,"I am unable to access my experian credit report online. I have a new report number issued XXXX XXXX, 2015 and every time I attempt to view my credit report it gives an error message that they are unable to complete my request due to the number of views associated with that report number. However, the report number is new. I was previously a victim of identity theft and regularly monitor all of my credit reports for suspicious activity.",qa_accounts,asccounts,qa,0
3913,"My child 's identity has been stolen, it shows a XXXX 's credit at XXXX TX, he 's social security number has been used by this person since 2010, I have reported this issue to XXXX. and nobody has seem to help me and my child in this issue.",qa_accounts,asccounts,qa,0
3914,"I disputed the fact that a Chapter XXXX bankruptcy that I filed XXXX and was dismissed on XX/XX/XXXX should no longer be reported on my credit report. The laws clearly state that ChapterXXXX bankruptcy will remain on your credit report for 7 YEARS from the date filed, which it should have been removed XXXX. I XXXX disputed this in XXXX, with Equifax. Equifax reported that this bankruptcy was mine and verified XXXX. As of today it is still on my record. XXXX XXXX and XXXX did remove the bankruptcy XXXX. I again disputed with Equifax in XXXX about the bankruptcy, and again they claimed it was verified as accurate. After talking with a customer service agent with Equifax, they informed me that I had to call the bankruptcy court and dispute the record. On XX/XX/XXXX I called the court, and they advised me that they do n't report anything to the credit reporting agencies and that I needed to consult with an attorney. Nevertheless I 'm getting tired of the run around and the time its taking to resolve this. Especially when the XXXX other credit reporting agencies have since removed the negative information from my file.",qa_accounts,asccounts,qa,0
3915,On my report their is a collection on my reports which is incorrect I already paid it in full.,qa_accounts,asccounts,qa,0
3916,"i made a settlement XX/XX/XXXX. Now XX/XX/XXXX I am being offered yet another settlement on an already paid debt. 

Its been 12 years and now im expected to have receipt on hand. I have GOOD credit. There is no negative on my credit report for many years. 

I have maintained a good credit rating for many years and do n't owe any monies to this collection agency or its affiliates. 

thank you for your time. 

with respect,",qa_accounts,asccounts,qa,0
3917,"Was in accident and was suppose be paid by workers compensation. Numerous calls were made to XXXX and spoke to XXXX and said not to pay it out of pocket and just wait for workers compensation to take care of this bill. They never did so I spoke to her and told her it concerned me regarding my credit and she said not to worry about it. I paid it in full on XXXX XXXX, 2015 and she stated all was okay on their part, now it reflects my credit tremendously due to XXXX XXXX XXXX sending to SARMA when I paid it before they submitted it in XXXX. Spoke to XXXX yesterday and said she would tend to it, but did n't recieve call back. Please help I have my receipt where it was paid in full back in XXXX",qa_accounts,asccounts,qa,0
3918,"In XXXX, I was contacted by a law firm called Hindman Sanchez, regarding a debt owing to my HOA, managed by XXXX XXXX, in CO. Prior to that, we had paid our HOA dues by ACH, as we now reside in Florida. When I received the notice, I looked at my bank account and realized that the HOA had stopped submitting the ACH 6 months previously. I immediately wrote a check to cover the difference, but shortly thereafter received another notice that Hindman Sanchez was intending to pursue collections. I asked for clarification on what they were trying to collect, but did not receive a response. I then received a letter stating that they have obtained a judgment, but when I call them, nobody answers the phone. I have documentation of all the payments but can not get anyone to respond to my calls or emails. Any help you can provide would be much appreciated. Thank you!",qa_accounts,asccounts,qa,0
3919,"I received a XXXX XXXX Tuition Answer student loan in XX/XX/XXXX or XX/XX/XXXX. The {$25000.00} dollar loan has since more than doubled that amount since I first received it. Another problem I am having is with Navient Solutions the servicing company handling the collection of the payments. Navient has ruined my credit standings with XXXX and the other XXXX credit agencies. On XXXX XXXX XXXX, I called Navient and informed them that I was living in a hotel due to a fire in my home, and at the point I tried to use my several months forbearance. Navient Reps gave me the run-around for several months telling me I had to speak to a specific rep that had approved the forbearance but every time I called asking to speak to the reps some of the reps told me they did not know who the rep was or she was unavailable at the time. I continued to call and now the reps story was I was unable to use the forbearance because I did not have enough months to cover the time period in which my payment was due. I was finally granted the forbearance for the time period XXXX/XXXX/XXXX to XXXX/XXXX/XXXX but they still reported me as being late after granting me a retroactive-forbearance. During the forbearance I made XXXX payments of XXXX. One of those XXXX payments was for the month of XXXX XXXX XXXX this is one of the months they have reported me to the credit agencies as being late. They refuse to change the information with the credit agency. I have reached-out countless times still the information on my credit report remains the same.",qa_accounts,asccounts,qa,0
3920,"We 'd been making regular payments for a health expense since last year. Early this year, the payment checks sent were not cashed for months and the balance was not updated to reflect that. Bills were also sent sporadically. RECEIVABLE SOLUTIONS decided that this meant that we were past due and sent us a letter stating that our account would be sent to collections in 10 days. I had absolutely no confidence that even if I sent them a check, that it could be processed within the 3 business days ( when you subtract weekends and mail transit time ) because they have historically waited months. So I called before they sent the account to collections and they informed me I had to pay that day. They completely acknowledged that the checks were not always cashed in a timely manner by them, but refused to cancel sending the account to collections. So I paid the full balance right then to be rid of these people using my personal credit card instead of my tax sheltered HSA account, costing me about XXXX % extra. There was probably also an extra fee tacked on for paying by phone. 

I have a credit score of XXXX and have no problem whatsoever paying my bills. This company is using the threat of collections based on their own poor processing of payments. They have fully earned and deserve a harshly worded letter from CFPB telling them that a payer can not be considered delinquent due to the payee 's own slow payment processing.",qa_accounts,asccounts,qa,0
3921,I obtained a {$4000.00} loan through Navient and was forced to pay a high interest rate of 10 % for a 15 year term. I attended college at XXXX - XXXX.,qa_accounts,asccounts,qa,0
3922,I continue to receive phone calls from different numbers on my cell phone after i sent a letter to ceast all communications with me over a year ago. This debt is well over the 7 years statute as I have no outstanding debt.,qa_accounts,asccounts,qa,0
3923,I am filing a complaint because I was made aware that i had a fraudulent account with XXXX showing on my chex systems file in the amount of {$340.00}. I filed a police report and have attempted to call chex systems to speak to a live person in trying to get this matter resolved and the automated system is not allowing me to reach someone. I need this fraudulent account to be removed from my chex systems file immediately.,qa_accounts,asccounts,qa,0
3924,Received a letter in our on XXXX XXXX. Letter from collection attorney was dated XXXX/XXXX/2016 given me an opportunity to respond. Upon further investigation the envelope it was sent in was dated XXXX/XXXX/2016 this explained why I received it so late. I responded in writing on XXXX/XXXX/2016 and sent it via XXXX. Now today I am served a suit for the money amount dated XXXX/XXXX/2016 and filed XXXX/XXXX/2016. It was filed 3 days before I received the initial letter. I believe the letter was deliberately held 5 weeks and then mailed in an attempt to claim I never challenged the claim or responded to the claim.,qa_accounts,asccounts,qa,0
3925,"I am currently repaying a student loan to fedloan servicing who have an inaccurate total that I currently owe them. All of my loans have been consolidated but credit has not been given for the payments that federal government collected over a period of 20 years. When my loans were defaulted, my taxes were taken and I was voluntarily having {$170.00} withdrawn from my checking account for over 16 years. The collection agency was the XXXX XXXX XXXX and I have not been given credit to my account for those years of payments that they collected from me. I want those tax collections that they intercepted and I want those voluntary checking account deductions to also be credited to my account. This will significantly impact my payments.",qa_accounts,asccounts,qa,0
3926,"Nelnet was servicing my student loans. I did not qualify for in-school deferment because my school was not XXXX XXXX. There were several conversations about a forbearance and/or deferment for several months from XXXX XXXX through XXXX XXXX. The forbearance was finally granted and was retroactive to to XXXX XXXX, XXXX but covered all months between XXXX XXXX, XXXX through XXXX XXXX, XXXX. My account was brought current with Nelnet but was never updated with the major credit bureaus. This behavior is contradictory to the FCRA 623 ( a ) ( 2 ). They are direct violation of the the FCRA. I have asked customer service representatives to send me written proof of my forbearance but they keep sending me a payment history. The last representative I spoke with told me, "" this is not going to help your credit report, we are not fixing that ''. My loans have been consolidated. prior to the consolidation, Nelnet refused to even acknowledge the forbearance.",qa_accounts,asccounts,qa,0
3927,"Today, XXXX XXXX, I received an alert regarding my credit reports ; therefore, I login to see a new collection account from the creditor. I 've never had a payday Looan with original creditor nor have I been contacted by the creditor. My credit toke a XXXX to XXXX point hit over something I 've never owed. I research company and noticed many other consumers stating they received hits on their reports this month as well unexpectedly. This should be illegal. I 'm just asking for relief. Repairing my credit after a bad marriage has been hard enough and to have this happen makes it feel useless.",qa_accounts,asccounts,qa,0
3928,A lender named XXXX pulled a hard credit inquiry on my Equifax credit report. I have n't applied for credit with them or anyone else and want to removed. It states the inquiry date as XXXX XXXX 2016.,qa_accounts,asccounts,qa,0
3929,I disputed XXXX reporting XXXX accounts on my Equifax credit report. It has been verified that these items are accurate. XXXX XXXX XXXX is in violation of federal and state law for inaccurate reporting. Both accounts with XXXX XXXX XXXX were marked 120 days past due in the payment history which is impossible because they are a collection agency not an original creditor it is also reporting as a factoring company which is impossible as well because factoring companies only by open debts not charged off accounts. Due to their unlawful credit reporting they have jeopardized the integrity of my credit history by causing my delinquency to appear more recent and the debt is over 4 years old. Please remove this inaccurately reported items from my credit report immediately.,qa_accounts,asccounts,qa,0
3930,"At XXXX eastern time on XXXX/XXXX/16 I had a missed call from a XXXX. I returned this call at XXXX ( call lasted for a total of 2 minutes ). My call was answered by a clerk who answered the phone with "" XXXX ''. Than she than confirmed my name and mentioned that she would connect me with the person who called me. Upon transferring my call the person who originally tried to call me, he asked me if I was ( NAME DELETED ) and wanted me to verify my address. I asked who was calling and after the 4th time of me asking he replied with "" XXXX ''. I said XXXX why are you calling me and he said for "" Personal Business '' and I asked several times about what "" Personal Business '' and he tried to get me to verify my address again without answering my question. I asked who he was calling on behalf of and he said "" XXXX ''. I than declined to answer his question about my address since he would not inform me the nature of his call after I made several attempts to and than I hung up. I looked up the phone number that called me and it was listed as a "" XXXX ''. 
He never informed me that he was calling on behalf of a collection agency nor did he inform me that any information verified can be used against me for debt collection purposes- I believe this would be referred to as mini-miranda rights. I have never heard from this company before and I wish to make this a complaint against the company.",qa_accounts,asccounts,qa,0
3931,"I was shocked when I reviewed my credit report and found several late payments on my student loans with the dates below : 60 days past due as of XX/XX/2016 I am not sure how this happened, I believe that I had made my payments to you when I received my statements. My only thought is that this was supposed to be in deferment and it did not get processed correctly or the payments I sent in were not registered.",qa_accounts,asccounts,qa,0
3932,"XXXX, XXXX XXXX SOC SEC # XXXX DOB XXXX/XXXX/XXXX ADDRESS XXXX XXXX XXXX, XXXX, XXXX XXXX XXXX XXXX. XXXX XXXX XXXX XXXX, XXXX XXXX XXXX XXXX XXXX XXXX. XXXX XXXX XXXX, XXXX XXXX TransUnion Consumer Solutions, XXXX. XXXX XXXX XXXX, XXXX XXXX XXXX. 


I recently submitted a request for investigation of an Acct Number : XXXX XXXX XXXX XXXX XXXX XXXX {$1500.00} REV {$0.00} {$0.00} {$0.00} XXXX XXXX XXXX XXXX SETTLED XXXX/TU Late Dates : XXXX, XXXX, XXXX, XXXX, XXXX, XXXX, XXXX, XXXX, XXXX, XXXX, XXXX XXXX XXXX XXXX XXXX XXXX {$500.00} REV {$0.00} {$0.00} {$0.00} XXXX XXXX XXXX XXXX PD WAS XXXX XXXX Late Dates : XXXX, XXXX, XXXX, XXXX, XXXX, XXXX, XXXX, XXXX XXXX XXXX XXXX XXXX XXXX {$490.00} REV {$0.00} {$0.00} {$0.00} XXXX XXXX XXXX XXXX PD WAS XXXX XXXX/TU/XXXX Late Dates : XXXX, XXXX, XXXX, XXXX, XXXX, XXXX, XXXX, XXXX XXXX XXXX XXXX XXXX XXXX {$400.00} REV {$0.00} {$0.00} {$0.00} XXXX PAID CHGOFF XXXX I 've submitted enough information regarding the fraudulent account that 's open in my name I have provided information for your company to have carried out a reasonable investigation of this dispute. If you had investigated properly rather then using your XXXX system you would have noticed that this account is not mine which your companies have claimed to "" Verified ''. Since you 've obviously neglected to investigate this account thoroughly I am demanding you remove this account off my profile. It is at this time that I will point out the in XXXX v TransUnion, XXXX v. XXXX ( XXXX ), and XXXX v. XXXX, XXXX et, the courts ruled each and every time that the CRA could n't merely "" Parrot '' information from the creditors and collection agencies ... that they have conduct an independent REASONABLE investigation to ensure the validity of the debt and honesty/integrity of the creditors/CA in question. Sending out a generic form through the XXXX system that does n't even contain my reasons for the dispute is not reasonable. 

If you do n't initiate an investigation regarding my dispute, as it is my right under the Fair Credit Reporting Act, I will have to take legal action to protect my credit rating and myself. Which I 'm sure you are aware each violation of the Fair Credit Reporting Act allows damages of {$1000.00} should this matter ends up in court. 
I look forward to an expedite resolution of this matter Thank you. 


XXXX, XXXX XXXX SOC SEC # XXXX DOB XXXX/XXXX/XXXX ADDRESS XXXX XXXX XXXX, XXXX, XXXX XXXX",qa_accounts,asccounts,qa,0
3933,"Portfolio Recovery has been calling my home number literally for years. They never leave a message. I see their name and number on the caller ID and then block the number, but they continue to call using other numbers. I 've lost track of how many numbers I 've blocked. We have never received written notice of any debt, and owe no collectible debts, as we have superb credit. They call often, from any time in the morning to late in the evening. I 've emailed their complaints department several times to no avail. I will not answer their harassing phone calls, and am hoping that the CFPB can intervene and help stop these unwanted calls.",qa_accounts,asccounts,qa,0
